Id,LoaiNha,PhanVung,DienTichLot,CauHinhLot,LoaiToaNha,TinhTrangTongThe,NamXayDung,NamSuaChua,VatLieuNgoai,BsmtFinSF2,TongSoBsmtSF,GiaBan
4145,CanHo,DN,153,Vuong,1Tang,6,2020,2020,BeTong,0,0,2105455644
4146,NhaLienKe,HP,181,Vuong,3Tang,9,2020,2020,Toi,0,0,2493446226
4147,NhaLienKe,HP,60,TamGiac,CanHo,8,2010,2010,ToiGach,0,0,856098720
4148,NhaPho,CT,137,TamGiac,3Tang,5,1993,1999,Toi,0,0,1729030831
4149,NhaPho,DN,95,ChuNhat,1Tang,8,1994,2000,Toi,0,0,1368563635
4150,CanHo,HP,69,TamGiac,2Tang,5,2003,2010,Toi,0,0,1033523745
4151,ChungCu,HN,65,ChuNhat,1Tang,9,2016,2016,Gach,0,0,960891490
4152,CanHo,HN,189,Vuong,CanHo,5,2006,2006,BeTong,0,0,2704227876
4153,NhaLienKe,HCM,131,TamGiac,1Tang,10,2011,2023,BeTong,0,0,1927431296
4154,NhaPho,DN,62,ChuL,3Tang,9,2021,2021,Toi,0,0,883358702
4155,NhaPho,HP,98,TamGiac,CanHo,6,2001,2012,Gach,0,0,1246466508
4156,NhaLienKe,HCM,74,TamGiac,1Tang,10,1998,2009,ToiGach,0,0,1080747578
4157,ChungCu,CT,130,Vuong,1Tang,9,2022,2022,ToiGach,0,0,1904525090
4158,ChungCu,HP,175,TamGiac,2Tang,10,2009,2009,Toi,0,0,2279595500
4159,ChungCu,HP,107,ChuNhat,CanHo,7,2016,2016,Toi,0,0,1510735033
4160,NhaLienKe,HN,173,ChuNhat,CanHo,7,2003,2020,Toi,0,0,2562076197
4161,NhaLienKe,HCM,162,TamGiac,1Tang,9,2011,2017,ToiGach,0,0,2229964020
4162,NhaPho,HCM,111,Vuong,3Tang,9,2018,2022,Gach,0,0,1558317345
4163,NhaLienKe,HN,173,Vuong,1Tang,9,2005,2005,Gach,0,0,2213015827
4164,ChungCu,HN,180,ChuNhat,1Tang,5,2014,2018,ToiGach,0,0,2401979400
4165,CanHo,HP,165,ChuNhat,1Tang,5,1996,2023,ToiGach,0,0,2193049815
4166,ChungCu,HN,132,ChuNhat,3Tang,6,1997,1999,BeTong,0,0,1952188392
4167,CanHo,CT,121,ChuNhat,CanHo,10,2011,2011,Gach,0,0,1661434060
4168,NhaLienKe,HN,101,TamGiac,CanHo,6,1994,1994,Gach,0,0,1333243026
4169,NhaPho,DN,110,ChuL,CanHo,8,2018,2018,Gach,0,0,1448551940
4170,NhaLienKe,HN,57,TamGiac,1Tang,6,1995,2019,ToiGach,0,0,688371900
4171,NhaPho,HP,64,ChuNhat,2Tang,7,1994,1994,ToiGach,0,0,796202176
4172,NhaPho,HCM,150,ChuL,2Tang,5,1996,1997,Toi,0,0,2040334500
4173,NhaLienKe,HN,189,Vuong,2Tang,9,1999,1999,Gach,0,0,2784160512
4174,ChungCu,HN,135,TamGiac,2Tang,6,2020,2020,BeTong,0,0,2024885115
4175,NhaLienKe,HN,73,TamGiac,CanHo,7,2011,2011,Toi,0,0,1070850432
4176,CanHo,HCM,190,ChuL,2Tang,6,2000,2000,Toi,0,0,2564633680
4177,CanHo,HP,144,TamGiac,3Tang,6,2012,2012,Gach,0,0,1749443184
4178,CanHo,HP,91,TamGiac,2Tang,9,2016,2016,BeTong,0,0,1099791420
4179,NhaLienKe,DN,113,TamGiac,3Tang,5,2022,2022,Toi,0,0,1369365188
4180,NhaLienKe,CT,160,ChuL,1Tang,7,2012,2018,Toi,0,0,2035621440
4181,ChungCu,CT,100,Vuong,1Tang,9,1994,2002,Toi,0,0,1403943000
4182,CanHo,HP,110,TamGiac,2Tang,10,1993,2022,ToiGach,0,0,1610492620
4183,CanHo,HCM,122,Vuong,CanHo,7,2019,2019,BeTong,0,0,1590233034
4184,CanHo,DN,133,ChuL,CanHo,5,2019,2019,Toi,0,0,1714050800
4185,ChungCu,HP,109,ChuNhat,2Tang,7,1999,2018,ToiGach,0,0,1628979385
4186,CanHo,DN,121,TamGiac,3Tang,5,2022,2022,ToiGach,0,0,1740081640
4187,NhaLienKe,CT,66,Vuong,1Tang,10,2012,2012,Toi,0,0,900029790
4188,ChungCu,HP,185,ChuL,3Tang,7,2022,2023,Toi,0,0,2682787120
4189,ChungCu,CT,78,TamGiac,CanHo,6,2002,2002,Toi,0,0,1053265278
4190,CanHo,DN,143,Vuong,3Tang,9,2007,2007,BeTong,0,0,1758557515
4191,NhaLienKe,HCM,98,TamGiac,2Tang,5,2008,2008,BeTong,0,0,1332815582
4192,NhaPho,CT,171,ChuNhat,3Tang,7,1991,1991,Toi,0,0,2082835404
4193,CanHo,DN,55,Vuong,2Tang,9,1997,1997,Gach,0,0,735515660
4194,NhaLienKe,HCM,190,TamGiac,1Tang,8,2012,2012,BeTong,0,0,2534712480
4195,ChungCu,CT,126,Vuong,1Tang,10,1991,2004,ToiGach,0,0,1794798054
4196,CanHo,DN,86,Vuong,3Tang,10,2013,2013,Gach,0,0,1245002994
4197,CanHo,HN,196,ChuL,2Tang,5,2004,2019,Gach,0,0,2535675128
4198,NhaPho,HCM,89,ChuL,2Tang,6,2003,2015,BeTong,0,0,1162303243
4199,NhaPho,CT,67,Vuong,3Tang,10,1995,2020,Toi,0,0,942828087
4200,CanHo,HCM,95,TamGiac,2Tang,5,1997,1997,BeTong,0,0,1364917820
4201,ChungCu,DN,122,ChuNhat,2Tang,7,2007,2020,BeTong,0,0,1483428988
4202,ChungCu,DN,162,ChuL,1Tang,6,2007,2007,Toi,0,0,2134213110
4203,NhaLienKe,HN,102,TamGiac,2Tang,5,1996,1996,BeTong,0,0,1372743132
4204,NhaLienKe,HN,196,ChuL,CanHo,9,1992,1992,Toi,0,0,2373092148
4205,NhaPho,CT,132,ChuNhat,CanHo,10,2008,2008,BeTong,0,0,1787679168
4206,NhaPho,CT,95,ChuNhat,1Tang,7,2017,2019,Gach,0,0,1214102470
4207,CanHo,HN,148,Vuong,CanHo,8,2014,2014,Gach,0,0,2018105208
4208,ChungCu,HCM,106,ChuL,CanHo,6,2001,2001,BeTong,0,0,1500233158
4209,NhaPho,HP,162,ChuNhat,1Tang,9,1997,1997,BeTong,0,0,2167437042
4210,ChungCu,HN,135,ChuNhat,CanHo,8,1992,2005,BeTong,0,0,1628530785
4211,ChungCu,DN,113,ChuL,CanHo,8,1999,2003,Toi,0,0,1511515798
4212,NhaLienKe,CT,187,Vuong,1Tang,6,1998,2004,Toi,0,0,2448559861
4213,CanHo,DN,112,ChuNhat,CanHo,5,1992,1992,Gach,0,0,1349641216
4214,ChungCu,HN,89,TamGiac,CanHo,5,2016,2019,Toi,0,0,1136526707
4215,ChungCu,HN,59,TamGiac,2Tang,7,2015,2021,Toi,0,0,712138909
4216,ChungCu,HCM,141,ChuL,2Tang,5,1995,1995,BeTong,0,0,2043688686
4217,ChungCu,HP,149,Vuong,1Tang,9,1998,2005,Toi,0,0,1893187742
4218,NhaLienKe,HN,81,TamGiac,1Tang,8,2002,2018,BeTong,0,0,1056650346
4219,NhaPho,HCM,72,ChuNhat,CanHo,6,2013,2020,BeTong,0,0,881481816
4220,NhaLienKe,HP,97,TamGiac,CanHo,10,2013,2020,ToiGach,0,0,1257207979
4221,CanHo,HN,139,TamGiac,2Tang,5,2017,2021,BeTong,0,0,1869602403
4222,CanHo,HN,56,ChuL,2Tang,6,1996,1996,Toi,0,0,790830824
4223,CanHo,CT,76,Vuong,3Tang,9,2002,2002,ToiGach,0,0,1009949864
4224,ChungCu,HN,125,ChuNhat,2Tang,8,2005,2005,BeTong,0,0,1831566000
4225,CanHo,HN,105,Vuong,3Tang,5,1997,1997,BeTong,0,0,1319126760
4226,NhaLienKe,HN,171,ChuNhat,CanHo,10,2013,2014,ToiGach,0,0,2326186359
4227,CanHo,HP,82,ChuL,2Tang,6,2021,2021,ToiGach,0,0,1135170526
4228,CanHo,DN,96,ChuNhat,1Tang,7,2019,2019,Toi,0,0,1320035904
4229,NhaLienKe,HN,136,Vuong,3Tang,10,1991,1991,Gach,0,0,1641076504
4230,NhaLienKe,HCM,182,TamGiac,3Tang,6,2000,2019,Gach,0,0,2394502474
4231,NhaLienKe,CT,150,ChuNhat,2Tang,7,1997,2022,ToiGach,0,0,1829231100
4232,CanHo,HP,51,ChuL,2Tang,8,2013,2023,BeTong,0,0,680238459
4233,ChungCu,DN,192,Vuong,2Tang,7,1991,1991,BeTong,0,0,2830077888
4234,ChungCu,CT,180,Vuong,CanHo,8,2014,2014,ToiGach,0,0,2279778480
4235,CanHo,HN,51,TamGiac,CanHo,8,1995,1995,Gach,0,0,753717576
4236,NhaLienKe,HN,146,Vuong,CanHo,8,1992,1992,ToiGach,0,0,2107745352
4237,NhaPho,HP,121,ChuNhat,2Tang,7,1996,1996,ToiGach,0,0,1627298629
4238,NhaPho,CT,50,ChuL,2Tang,8,1992,2003,Toi,0,0,689797550
4239,NhaPho,HN,153,Vuong,1Tang,7,2009,2023,Toi,0,0,2018075967
4240,NhaLienKe,HN,124,ChuNhat,1Tang,8,2019,2019,Gach,0,0,1815302216
4241,ChungCu,HN,88,ChuNhat,3Tang,8,2014,2014,BeTong,0,0,1177974072
4242,ChungCu,CT,113,TamGiac,2Tang,8,2015,2020,Toi,0,0,1526104324
4243,NhaPho,HCM,69,TamGiac,3Tang,10,2000,2005,ToiGach,0,0,855919194
4244,NhaPho,CT,124,ChuNhat,2Tang,6,2020,2022,Toi,0,0,1858994608
4245,NhaLienKe,HP,140,ChuL,CanHo,7,1996,1996,ToiGach,0,0,2069279800
4246,CanHo,DN,180,Vuong,3Tang,8,2005,2016,Gach,0,0,2496466260
4247,NhaLienKe,HN,165,TamGiac,1Tang,10,2020,2021,ToiGach,0,0,1982143845
4248,ChungCu,DN,76,TamGiac,2Tang,6,2016,2016,BeTong,0,0,927995492
4249,ChungCu,HP,83,TamGiac,3Tang,5,2009,2018,Toi,0,0,1122431576
4250,CanHo,CT,188,TamGiac,3Tang,6,2018,2019,BeTong,0,0,2798114920
4251,CanHo,HCM,132,TamGiac,1Tang,6,2021,2022,Gach,0,0,1747542852
4252,CanHo,DN,82,Vuong,1Tang,8,2018,2018,ToiGach,0,0,991304150
4253,NhaLienKe,HN,103,Vuong,2Tang,8,2001,2001,BeTong,0,0,1484055415
4254,CanHo,HN,178,ChuL,2Tang,7,2001,2001,Toi,0,0,2408537046
4255,ChungCu,CT,172,TamGiac,3Tang,9,1998,2003,Gach,0,0,2323662724
4256,CanHo,DN,123,ChuNhat,2Tang,6,1999,2018,BeTong,0,0,1576025199
4257,ChungCu,DN,167,ChuNhat,1Tang,8,2014,2021,BeTong,0,0,2425777705
4258,NhaPho,HN,59,Vuong,3Tang,8,1995,2023,BeTong,0,0,719986912
4259,ChungCu,DN,99,Vuong,2Tang,6,2022,2023,ToiGach,0,0,1228189248
4260,CanHo,DN,89,TamGiac,1Tang,6,2011,2011,BeTong,0,0,1168158464
4261,NhaPho,HP,169,ChuL,3Tang,6,1993,2000,Toi,0,0,2529361991
4262,NhaLienKe,HN,54,ChuNhat,2Tang,8,1994,1994,ToiGach,0,0,775368612
4263,NhaLienKe,HCM,175,ChuL,1Tang,5,2020,2021,Toi,0,0,2445291275
4264,NhaPho,HN,52,ChuNhat,1Tang,5,2004,2007,Toi,0,0,755917032
4265,CanHo,CT,178,TamGiac,3Tang,5,2018,2021,Gach,0,0,2557015390
4266,NhaPho,DN,133,Vuong,3Tang,5,2021,2021,Toi,0,0,1992146618
4267,ChungCu,HP,170,ChuNhat,3Tang,6,2015,2015,BeTong,0,0,2451505910
4268,NhaLienKe,HCM,199,ChuL,1Tang,7,2000,2000,Toi,0,0,2389341061
4269,NhaLienKe,HCM,91,Vuong,3Tang,7,2011,2015,Gach,0,0,1256000837
4270,NhaPho,HN,139,Vuong,CanHo,8,1992,1992,ToiGach,0,0,2080976089
4271,CanHo,HN,145,Vuong,CanHo,7,2004,2006,BeTong,0,0,1916839970
4272,ChungCu,HCM,50,Vuong,CanHo,8,2013,2017,BeTong,0,0,658973300
4273,NhaLienKe,HCM,80,ChuNhat,CanHo,7,1995,2022,Toi,0,0,1000771120
4274,NhaPho,HN,70,TamGiac,3Tang,7,2013,2019,Gach,0,0,954166570
4275,ChungCu,HP,114,ChuL,2Tang,10,2017,2017,ToiGach,0,0,1552331730
4276,NhaPho,HCM,128,TamGiac,3Tang,10,2018,2018,BeTong,0,0,1541153920
4277,CanHo,HCM,165,Vuong,CanHo,7,2014,2014,ToiGach,0,0,2373382770
4278,CanHo,HN,92,TamGiac,CanHo,6,2022,2022,Gach,0,0,1142640644
4279,CanHo,DN,63,TamGiac,2Tang,8,1999,1999,BeTong,0,0,791560413
4280,NhaLienKe,CT,97,TamGiac,3Tang,9,2007,2007,Toi,0,0,1332924336
4281,NhaPho,DN,96,Vuong,3Tang,10,2018,2018,BeTong,0,0,1202373120
4282,CanHo,DN,161,TamGiac,3Tang,8,2002,2002,Toi,0,0,2187976959
4283,ChungCu,HCM,127,Vuong,CanHo,10,1998,2020,ToiGach,0,0,1679369260
4284,NhaLienKe,CT,190,Vuong,3Tang,8,1997,1997,BeTong,0,0,2798483210
4285,NhaPho,CT,182,ChuNhat,3Tang,7,2001,2014,Gach,0,0,2421368768
4286,NhaPho,DN,181,Vuong,1Tang,7,2018,2020,ToiGach,0,0,2616849492
4287,ChungCu,HCM,136,ChuNhat,3Tang,5,2014,2022,BeTong,0,0,1940363272
4288,CanHo,HN,116,ChuL,1Tang,5,2009,2009,Gach,0,0,1497331480
4289,ChungCu,HP,83,ChuL,1Tang,5,2004,2004,BeTong,0,0,1175467165
4290,NhaPho,HP,189,ChuL,CanHo,8,2014,2014,ToiGach,0,0,2275523145
4291,NhaPho,HN,127,Vuong,1Tang,7,1995,1995,Toi,0,0,1646789188
4292,CanHo,HN,187,ChuNhat,3Tang,6,2022,2022,BeTong,0,0,2395282813
4293,NhaLienKe,CT,88,ChuL,1Tang,5,1998,1998,ToiGach,0,0,1258939088
4294,ChungCu,CT,120,ChuNhat,2Tang,5,1997,1997,Gach,0,0,1527279360
4295,NhaLienKe,DN,101,TamGiac,1Tang,6,2017,2017,BeTong,0,0,1313750228
4296,ChungCu,HP,166,ChuNhat,1Tang,8,2018,2018,ToiGach,0,0,2213770522
4297,NhaPho,CT,86,ChuL,CanHo,8,2000,2016,Toi,0,0,1095770376
4298,NhaPho,CT,168,Vuong,CanHo,10,2015,2015,ToiGach,0,0,2349209352
4299,ChungCu,HCM,192,ChuL,2Tang,8,1990,1990,Gach,0,0,2653578816
4300,ChungCu,DN,134,ChuL,1Tang,10,2016,2017,BeTong,0,0,1652704276
4301,NhaLienKe,HP,54,ChuNhat,2Tang,7,1993,1993,BeTong,0,0,693541332
4302,NhaLienKe,HP,189,TamGiac,1Tang,7,2008,2008,Gach,0,0,2622180330
4303,CanHo,DN,167,ChuL,1Tang,8,2000,2000,Gach,0,0,2128033739
4304,CanHo,HP,180,Vuong,1Tang,6,2016,2020,ToiGach,0,0,2474572500
4305,CanHo,DN,99,TamGiac,2Tang,9,1991,2008,BeTong,0,0,1255794210
4306,CanHo,DN,190,Vuong,3Tang,10,2005,2005,Gach,0,0,2728421280
4307,ChungCu,DN,183,ChuL,2Tang,9,2015,2015,ToiGach,0,0,2568372243
4308,ChungCu,CT,168,ChuL,3Tang,10,2015,2023,Toi,0,0,2283251712
4309,CanHo,HCM,106,TamGiac,2Tang,6,1996,1996,ToiGach,0,0,1486939910
4310,NhaLienKe,HCM,100,ChuNhat,3Tang,8,2020,2020,ToiGach,0,0,1383811600
4311,NhaPho,HCM,108,TamGiac,CanHo,8,1996,2017,Gach,0,0,1431234252
4312,ChungCu,HN,157,ChuL,1Tang,6,1992,2001,ToiGach,0,0,1920802998
4313,CanHo,HCM,95,ChuL,3Tang,6,2011,2011,BeTong,0,0,1255932395
4314,NhaLienKe,HP,166,ChuL,CanHo,5,2011,2011,ToiGach,0,0,2382237946
4315,NhaPho,HP,163,TamGiac,2Tang,5,2008,2017,BeTong,0,0,2166991927
4316,ChungCu,DN,168,Vuong,2Tang,5,2017,2017,ToiGach,0,0,2237490528
4317,ChungCu,HP,94,TamGiac,1Tang,5,2006,2019,Gach,0,0,1180920778
4318,NhaPho,HP,150,ChuL,3Tang,7,1993,2006,Toi,0,0,2232071100
4319,CanHo,DN,180,TamGiac,1Tang,8,2022,2022,Toi,0,0,2331853920
4320,NhaLienKe,DN,126,Vuong,3Tang,7,2011,2011,Gach,0,0,1736034678
4321,NhaPho,HN,178,Vuong,1Tang,7,1992,1992,ToiGach,0,0,2258365032
4322,NhaPho,HN,172,ChuL,2Tang,10,2004,2004,Toi,0,0,2222417160
4323,ChungCu,HP,112,Vuong,3Tang,7,2020,2021,Gach,0,0,1660472464
4324,CanHo,HN,105,TamGiac,1Tang,5,1990,2017,Gach,0,0,1290579990
4325,NhaPho,CT,89,ChuNhat,3Tang,10,1997,2009,ToiGach,0,0,1074479734
4326,NhaPho,CT,100,ChuL,3Tang,10,2016,2020,ToiGach,0,0,1299571000
4327,NhaPho,HN,188,Vuong,2Tang,9,2000,2000,Gach,0,0,2298437240
4328,CanHo,DN,117,TamGiac,2Tang,10,2021,2022,BeTong,0,0,1670592339
4329,ChungCu,HN,89,ChuNhat,CanHo,6,1995,1999,Toi,0,0,1176480142
4330,ChungCu,HN,84,ChuL,2Tang,7,1999,1999,BeTong,0,0,1245128388
4331,ChungCu,HN,73,Vuong,1Tang,9,2019,2019,BeTong,0,0,1041704671
4332,NhaPho,HP,116,ChuNhat,2Tang,5,2007,2010,ToiGach,0,0,1737549500
4333,CanHo,HN,197,ChuNhat,3Tang,9,2011,2011,Toi,0,0,2653998775
4334,ChungCu,HCM,101,ChuL,1Tang,10,2009,2019,ToiGach,0,0,1473549196
4335,NhaLienKe,HN,93,ChuNhat,2Tang,10,1991,2004,Gach,0,0,1221383880
4336,ChungCu,HCM,109,ChuNhat,3Tang,5,1993,2015,BeTong,0,0,1486065343
4337,CanHo,HN,160,ChuNhat,CanHo,10,2002,2002,BeTong,0,0,2301990720
4338,NhaPho,CT,166,Vuong,3Tang,8,2013,2013,Gach,0,0,2073075728
4339,NhaLienKe,DN,50,TamGiac,2Tang,5,2017,2017,ToiGach,0,0,628220000
4340,NhaLienKe,HP,78,Vuong,CanHo,6,2000,2000,Toi,0,0,1012493508
4341,ChungCu,CT,105,ChuNhat,3Tang,6,2006,2013,ToiGach,0,0,1461592230
4342,CanHo,CT,76,Vuong,1Tang,9,2015,2015,Toi,0,0,968669856
4343,NhaPho,HP,105,ChuL,2Tang,6,2003,2003,Toi,0,0,1307897745
4344,NhaLienKe,CT,92,ChuL,2Tang,5,1990,1995,Gach,0,0,1277281172
4345,NhaPho,HCM,143,ChuNhat,3Tang,5,1999,2022,Toi,0,0,1914104335
4346,NhaPho,HN,127,ChuNhat,1Tang,9,2016,2016,ToiGach,0,0,1536683871
4347,NhaLienKe,HN,83,TamGiac,3Tang,5,1996,1996,ToiGach,0,0,1110453680
4348,ChungCu,HP,149,ChuNhat,1Tang,10,1991,1991,ToiGach,0,0,2196129625
4349,CanHo,DN,105,Vuong,2Tang,8,2000,2004,ToiGach,0,0,1307352165
4350,NhaPho,HP,138,ChuNhat,CanHo,9,2022,2022,Toi,0,0,1756412250
4351,NhaPho,HCM,116,Vuong,1Tang,7,2011,2014,Toi,0,0,1663722924
4352,NhaPho,HP,70,TamGiac,2Tang,8,1999,1999,BeTong,0,0,921955230
4353,NhaPho,DN,193,ChuL,CanHo,9,1997,2023,Gach,0,0,2792134474
4354,CanHo,CT,150,ChuNhat,3Tang,6,2007,2007,Gach,0,0,2087482950
4355,NhaLienKe,HN,197,ChuNhat,1Tang,8,2012,2012,ToiGach,0,0,2618391616
4356,NhaPho,HN,199,ChuL,3Tang,7,2000,2000,ToiGach,0,0,2780088904
4357,ChungCu,HN,108,ChuNhat,2Tang,6,1996,2005,ToiGach,0,0,1610866764
4358,ChungCu,DN,74,ChuL,2Tang,5,1990,1990,Toi,0,0,1006644644
4359,ChungCu,HP,110,TamGiac,CanHo,5,1997,1997,Toi,0,0,1573162360
4360,CanHo,HCM,114,ChuL,CanHo,6,1997,2009,ToiGach,0,0,1697016654
4361,NhaLienKe,HCM,57,Vuong,2Tang,5,2022,2023,BeTong,0,0,717064047
4362,NhaPho,HN,103,Vuong,CanHo,6,2005,2015,Toi,0,0,1340759961
4363,NhaLienKe,HN,85,TamGiac,CanHo,9,2022,2022,Gach,0,0,1025685990
4364,CanHo,CT,135,TamGiac,CanHo,5,1992,1992,ToiGach,0,0,1835499690
4365,NhaPho,CT,63,Vuong,3Tang,8,2002,2002,ToiGach,0,0,756802998
4366,NhaPho,HN,192,Vuong,CanHo,8,2000,2000,ToiGach,0,0,2491028544
4367,ChungCu,CT,130,Vuong,2Tang,10,2002,2018,Toi,0,0,1674781420
4368,ChungCu,HCM,109,Vuong,2Tang,6,2011,2011,Gach,0,0,1519959111
4369,ChungCu,HN,147,TamGiac,3Tang,10,2006,2020,BeTong,0,0,1976301369
4370,NhaLienKe,CT,136,ChuL,2Tang,5,2011,2018,BeTong,0,0,1749116536
4371,NhaLienKe,CT,100,Vuong,1Tang,8,1995,2016,ToiGach,0,0,1207209000
4372,CanHo,HCM,111,ChuNhat,1Tang,7,2010,2013,ToiGach,0,0,1524668583
4373,ChungCu,HCM,100,ChuL,2Tang,5,2014,2014,Toi,0,0,1205348000
4374,NhaLienKe,HCM,153,TamGiac,CanHo,7,2021,2022,ToiGach,0,0,2054964879
4375,NhaPho,HN,84,ChuNhat,3Tang,6,2001,2001,Gach,0,0,1097992980
4376,NhaPho,CT,84,ChuL,1Tang,7,1996,1996,Gach,0,0,1011101364
4377,NhaPho,HCM,160,TamGiac,1Tang,6,1993,1993,BeTong,0,0,2324351680
4378,NhaPho,CT,185,TamGiac,3Tang,8,2004,2005,BeTong,0,0,2366646910
4379,NhaLienKe,HCM,54,ChuNhat,2Tang,7,2012,2019,ToiGach,0,0,785073006
4380,NhaLienKe,DN,171,TamGiac,2Tang,7,2019,2019,ToiGach,0,0,2383048134
4381,CanHo,CT,143,ChuNhat,3Tang,9,2011,2014,Toi,0,0,2054784446
4382,NhaPho,HP,105,ChuNhat,2Tang,5,2003,2022,Toi,0,0,1442678055
4383,NhaPho,DN,132,ChuNhat,CanHo,9,1990,1990,Gach,0,0,1722579936
4384,NhaPho,HN,64,TamGiac,CanHo,6,2013,2020,Gach,0,0,862575616
4385,ChungCu,HP,160,ChuL,1Tang,6,2005,2014,Toi,0,0,2009880800
4386,NhaLienKe,DN,84,TamGiac,3Tang,7,2006,2006,Toi,0,0,1015897092
4387,NhaPho,HP,91,ChuNhat,2Tang,5,2020,2020,Toi,0,0,1224496637
4388,NhaLienKe,HN,152,Vuong,1Tang,7,2019,2019,BeTong,0,0,1906199776
4389,NhaLienKe,HP,67,ChuNhat,2Tang,5,2004,2008,BeTong,0,0,933291776
4390,NhaLienKe,HN,166,ChuNhat,2Tang,6,1990,1990,ToiGach,0,0,2432947792
4391,CanHo,HN,65,Vuong,2Tang,10,2017,2017,BeTong,0,0,879747375
4392,NhaPho,HN,173,TamGiac,2Tang,9,1996,2006,ToiGach,0,0,2506339922
4393,ChungCu,HP,116,TamGiac,1Tang,7,2003,2011,BeTong,0,0,1593657532
4394,NhaLienKe,HN,164,TamGiac,3Tang,9,2017,2017,Toi,0,0,2187038564
4395,NhaLienKe,CT,180,ChuNhat,3Tang,10,2006,2006,ToiGach,0,0,2449679760
4396,CanHo,DN,149,TamGiac,1Tang,8,2013,2013,Toi,0,0,2028498218
4397,NhaLienKe,HP,151,ChuNhat,3Tang,5,2010,2020,Gach,0,0,1824208954
4398,ChungCu,HN,150,Vuong,1Tang,5,2000,2000,Gach,0,0,1838091600
4399,NhaPho,DN,125,TamGiac,1Tang,10,2000,2000,ToiGach,0,0,1652954875
4400,CanHo,HN,55,ChuNhat,3Tang,9,2021,2023,BeTong,0,0,697174170
4401,CanHo,HCM,87,TamGiac,3Tang,7,1995,1995,Gach,0,0,1211203386
4402,ChungCu,HCM,55,TamGiac,3Tang,9,2010,2021,Toi,0,0,724853580
4403,NhaPho,HCM,94,ChuNhat,3Tang,9,2002,2014,Toi,0,0,1305936360
4404,CanHo,DN,160,TamGiac,2Tang,5,1997,2007,Gach,0,0,2320323040
4405,NhaPho,HN,104,ChuNhat,3Tang,7,2010,2013,BeTong,0,0,1361403056
4406,ChungCu,HP,133,ChuNhat,2Tang,9,2016,2019,Gach,0,0,1670318937
4407,ChungCu,HN,62,TamGiac,3Tang,6,2012,2018,Toi,0,0,821976842
4408,NhaLienKe,HP,174,ChuL,1Tang,9,1995,1995,Gach,0,0,2180234268
4409,NhaPho,CT,177,Vuong,2Tang,9,2019,2019,Toi,0,0,2153659005
4410,NhaPho,CT,93,ChuL,3Tang,7,2022,2023,Gach,0,0,1260636483
4411,ChungCu,DN,133,TamGiac,CanHo,8,1997,1997,Gach,0,0,1796202107
4412,NhaPho,DN,184,ChuL,3Tang,5,2020,2020,BeTong,0,0,2478352120
4413,ChungCu,DN,80,ChuNhat,3Tang,7,1990,1990,Gach,0,0,1109434000
4414,NhaPho,HN,171,Vuong,CanHo,6,1996,1996,ToiGach,0,0,2425124394
4415,CanHo,HN,142,ChuL,3Tang,6,1995,2015,Gach,0,0,1817054436
4416,ChungCu,HP,69,ChuNhat,3Tang,10,2010,2010,ToiGach,0,0,958098603
4417,ChungCu,HP,190,ChuNhat,3Tang,9,2017,2017,Gach,0,0,2616195310
4418,CanHo,HP,118,ChuL,3Tang,10,2014,2019,ToiGach,0,0,1437045064
4419,CanHo,HN,118,Vuong,2Tang,9,2009,2016,BeTong,0,0,1634707100
4420,NhaPho,CT,116,ChuNhat,3Tang,9,1991,1991,Gach,0,0,1586416812
4421,NhaPho,HP,174,Vuong,3Tang,5,2020,2023,Toi,0,0,2379745974
4422,NhaPho,HCM,145,ChuNhat,2Tang,8,1999,1999,ToiGach,0,0,1984199430
4423,ChungCu,DN,175,TamGiac,2Tang,7,2013,2021,Gach,0,0,2351047475
4424,ChungCu,HCM,121,TamGiac,3Tang,10,2007,2007,ToiGach,0,0,1673474044
4425,ChungCu,HCM,63,Vuong,CanHo,10,2012,2022,ToiGach,0,0,869781654
4426,NhaLienKe,DN,86,ChuL,3Tang,10,2004,2022,ToiGach,0,0,1198365022
4427,NhaPho,CT,73,ChuNhat,1Tang,9,1999,1999,Toi,0,0,959820863
4428,NhaPho,HN,50,ChuL,1Tang,6,2000,2021,Gach,0,0,606890200
4429,NhaPho,HN,124,ChuL,3Tang,9,1994,1994,BeTong,0,0,1763230896
4430,ChungCu,HCM,95,ChuL,3Tang,5,1997,1997,Gach,0,0,1376008595
4431,CanHo,CT,81,Vuong,CanHo,5,1994,2016,BeTong,0,0,1144784502
4432,CanHo,HP,147,ChuL,1Tang,9,2004,2004,BeTong,0,0,1858835874
4433,NhaLienKe,DN,191,ChuL,3Tang,10,1990,1990,Gach,0,0,2370266643
4434,ChungCu,DN,180,ChuNhat,3Tang,5,2020,2023,BeTong,0,0,2553337260
4435,NhaPho,HCM,81,TamGiac,2Tang,5,2008,2008,BeTong,0,0,1047093966
4436,CanHo,HN,93,Vuong,2Tang,9,1993,1995,Gach,0,0,1350789753
4437,ChungCu,HP,138,Vuong,1Tang,5,1997,1997,Toi,0,0,1881189228
4438,CanHo,HN,98,Vuong,2Tang,8,2019,2019,ToiGach,0,0,1413726930
4439,NhaLienKe,DN,100,ChuL,CanHo,5,2018,2018,Toi,0,0,1481484400
4440,CanHo,HCM,83,ChuL,2Tang,8,2004,2004,BeTong,0,0,1204670300
